PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,PLAYER,FANTASY_PTS,OVERALL_RANK
0.0,0.0,0.0,0.0,0.0,118.8,499.5,3.7,0.8,87.1,RB,2025-08-14 15:04:27,12.4,105.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Davis BUF,87.1,180
0.0,0.0,0.0,0.0,0.0,118.7,480.9,2.7,0.8,85.9,RB,2025-08-14 15:04:27,23.3,177.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dylan Sampson CLE,85.84,181
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,85.8,TE,2025-08-14 15:04:33,57.2,633.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dallas Goedert PHI,85.74,182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,85.3,36.1,11.5,8.2,11.7,1.6,0.0,402.5,5520.5,,85.1,183
0.0,0.0,0.0,0.0,0.0,0.7,4.0,0.0,0.5,85.1,WR,2025-08-14 15:04:30,47.2,632.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jayden Higgins HOU,84.8,184
0.0,0.0,0.0,0.0,0.0,0.7,4.0,0.0,0.8,84.7,WR,2025-08-14 15:04:30,50.6,649.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christian Kirk HOU,84.74,185
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,84.2,TE,2025-08-14 15:04:33,58.1,539.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zach Ertz WAS,84.35,186
0.0,0.0,0.0,0.0,0.0,119.8,549.7,3.3,0.8,84.3,RB,2025-08-14 15:04:27,12.7,92.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyler Allgeier ATL,84.19,187
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,83.4,TE,2025-08-14 15:04:33,69.1,614.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evan Engram DEN,83.62,188
0.0,0.0,0.0,0.0,0.0,109.2,476.9,2.9,0.8,83.2,RB,2025-08-14 15:04:27,19.3,150.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaydon Blue DAL,83.36,189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,83.6,TE,2025-08-14 15:04:33,57.1,603.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dalton Kincaid BUF,83.32,190
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,83.0,34.7,11.2,7.8,11.9,1.7,0.0,442.4,6334.1,,82.9,191
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,83.1,TE,2025-08-14 15:04:33,47.8,602.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Pitts Sr. ATL,82.8,192
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,82.6,TE,2025-08-14 15:04:33,67.8,622.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jake Ferguson DAL,82.62,193
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,82.1,WR,2025-08-14 15:04:30,41.9,633.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Aiyuk SF,82.48,194
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,82.3,WR,2025-08-14 15:04:30,45.2,575.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romeo Doubs GB,82.37,195
0.0,0.0,0.0,0.0,0.0,113.1,488.7,3.9,0.9,81.9,RB,2025-08-14 15:04:27,10.6,93.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isaac Guerendo SF,82.19,196
0.0,0.0,0.0,0.0,0.0,2.0,15.6,0.0,0.5,81.6,WR,2025-08-14 15:04:30,69.1,622.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wan'Dale Robinson NYG,81.37,197
0.0,0.0,0.0,0.0,0.0,107.3,459.1,2.6,0.8,80.9,RB,2025-08-14 15:04:27,20.9,143.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rico Dowdle CAR,80.81,198
0.0,0.0,0.0,0.0,0.0,3.7,27.4,0.4,1.1,79.9,WR,2025-08-14 15:04:30,47.0,570.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luther Burden III CHI,80.35,199
0.0,0.0,0.0,0.0,0.0,118.9,484.3,3.8,0.5,80.5,RB,2025-08-14 15:04:27,9.9,75.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nick Chubb HOU,80.19,200
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,79.8,WR,2025-08-14 15:04:30,42.0,587.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joshua Palmer BUF,79.63,201
0.0,0.0,0.0,0.0,0.0,96.6,346.6,5.0,0.4,78.7,RB,2025-08-14 15:04:27,19.0,123.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roschon Johnson CHI,79.25,202
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,78.5,WR,2025-08-14 15:04:30,49.6,578.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyler Lockett TEN,78.68,203
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,77.9,TE,2025-08-14 15:04:33,52.6,579.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darren Waller MIA,78.14,204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,78.3,TE,2025-08-14 15:04:33,55.0,572.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hunter Henry NE,78.04,205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,77.0,TE,2025-08-14 15:04:33,41.4,495.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isaiah Likely BAL,76.95,206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,76.7,TE,2025-08-14 15:04:33,52.2,544.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jonnu Smith PIT,76.65,207
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,76.5,TE,2025-08-14 15:04:33,52.8,554.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colston Loveland CHI,76.61,208
0.0,0.0,0.0,0.0,0.0,1.9,8.9,0.1,0.5,76.4,WR,2025-08-14 15:04:30,43.8,525.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Wilson ARI,76.39,209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,76.0,TE,2025-08-14 15:04:33,52.3,532.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cade Otton TB,76.23,210
0.0,0.0,0.0,0.0,0.0,2.1,15.7,0.0,0.2,75.7,WR,2025-08-14 15:04:30,54.6,575.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DeMario Douglas NE,75.5,211
0.0,0.0,0.0,0.0,0.0,2.3,11.8,0.1,0.5,73.7,WR,2025-08-14 15:04:30,39.6,529.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calvin Austin III PIT,74.08,212
0.0,0.0,0.0,0.0,0.0,0.7,3.8,0.0,0.7,74.0,WR,2025-08-14 15:04:30,40.8,544.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tre' Harris LAC,73.87,213
0.0,0.0,0.0,0.0,0.0,1.0,4.7,0.0,0.8,74.1,WR,2025-08-14 15:04:30,45.9,574.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack Bech LV,73.71,214
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,73.6,TE,2025-08-14 15:04:33,55.3,548.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brenton Strange JAC,73.68,215
0.0,0.0,0.0,0.0,0.0,91.9,398.0,2.7,0.8,73.2,RB,2025-08-14 15:04:27,17.5,138.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bhayshul Tuten JAC,73.0,216
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,72.7,TE,2025-08-14 15:04:33,52.8,518.3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Gesicki CIN,72.63,217
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,72.6,WR,2025-08-14 15:04:30,29.3,529.2,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alec Pierce IND,72.52,218
156.7,96.1,1193.4,5.9,4.7,19.5,120.8,0.4,2.0,77.1,QB,2025-08-14 15:04:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spencer Rattler NO,72.42,219
0.0,0.0,0.0,0.0,0.0,100.5,390.9,2.7,0.4,71.9,RB,2025-08-14 15:04:27,16.6,123.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Braelon Allen NYJ,71.6,220
0.0,0.0,0.0,0.0,0.0,2.3,18.7,0.0,0.5,71.4,WR,2025-08-14 15:04:30,35.5,445.9,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jalen McMillan TB,71.26,221
0.0,0.0,0.0,0.0,0.0,1.7,7.2,0.0,0.4,70.8,WR,2025-08-14 15:04:30,34.9,458.8,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quentin Johnston LAC,70.4,222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,69.9,TE,2025-08-14 15:04:33,53.8,537.2,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chig Okonkwo TEN,69.52,223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,69.5,TE,2025-08-14 15:04:33,48.9,501.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juwan Johnson NO,69.5,224
0.0,0.0,0.0,0.0,0.0,105.6,381.4,2.9,0.8,69.2,RB,2025-08-14 15:04:27,13.5,108.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MarShawn Lloyd GB,68.99,225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,68.9,TE,2025-08-14 15:04:33,49.9,510.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dalton Schultz HOU,68.82,226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,68.7,TE,2025-08-14 15:04:33,51.2,493.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pat Freiermuth PIT,68.56,227
0.0,0.0,0.0,0.0,0.0,82.4,314.4,3.3,0.1,68.2,RB,2025-08-14 15:04:27,18.3,126.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kareem Hunt KC,67.86,228
0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.7,68.0,WR,2025-08-14 15:04:30,43.0,527.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diontae Johnson CLE,67.75,229
0.0,0.0,0.0,0.0,0.0,2.1,13.3,0.0,0.4,67.3,WR,2025-08-14 15:04:30,38.8,492.5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Williams NE,67.18,230
0.0,0.0,0.0,0.0,0.0,0.7,6.8,0.0,0.5,66.8,WR,2025-08-14 15:04:30,39.4,502.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dyami Brown JAC,66.71,231
0.0,0.0,0.0,0.0,0.0,1.4,6.1,0.0,0.2,66.1,WR,2025-08-14 15:04:30,34.1,510.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darius Slayton NYG,65.69,232
0.0,0.0,0.0,0.0,0.0,4.3,20.2,0.1,0.1,65.3,WR,2025-08-14 15:04:30,39.1,498.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tutu Atwell LAR,65.42,233
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,64.9,WR,2025-08-14 15:04:30,32.0,416.5,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DeAndre Hopkins BAL,64.9,234
0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.1,64.7,WR,2025-08-14 15:04:30,31.4,427.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nick Westbrook-Ikhine MIA,64.86,235
0.0,0.0,0.0,0.0,0.0,95.0,365.9,3.4,0.4,64.5,RB,2025-08-14 15:04:27,9.7,72.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kendre Miller NO,64.65,236
0.0,0.0,0.0,0.0,0.0,93.9,404.7,2.3,0.5,64.6,RB,2025-08-14 15:04:27,12.0,77.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miles Sanders DAL,64.62,237
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,64.4,TE,2025-08-14 15:04:33,45.3,425.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyler Higbee LAR,64.53,238
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.9,TE,2025-08-14 15:04:33,49.0,479.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robbie Ouzts SEA,63.9,239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,63.0,TE,2025-08-14 15:04:33,43.1,470.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Theo Johnson NYG,63.01,240
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,62.2,WR,2025-08-14 15:04:30,34.6,455.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Reynolds NYJ,62.11,241
0.0,0.0,0.0,0.0,0.0,7.8,53.1,0.2,1.2,60.5,WR,2025-08-14 15:04:30,40.0,431.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray-Ray McCloud III ATL,61.01,242
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,60.9,WR,2025-08-14 15:04:30,34.3,400.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jalen Tolbert DAL,60.87,243
0.0,0.0,0.0,0.0,0.0,1.7,3.8,0.0,0.1,60.7,WR,2025-08-14 15:04:30,37.4,431.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandin Cooks NO,60.74,244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,60.1,TE,2025-08-14 15:04:33,41.1,436.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elijah Arroyo SEA,60.2,245
0.0,0.0,0.0,0.0,0.0,77.5,289.9,2.6,0.8,60.0,RB,2025-08-14 15:04:27,18.1,133.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raheem Mostert LV,59.97,246
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,59.4,TE,2025-08-14 15:04:33,44.5,449.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mason Taylor NYJ,59.56,247
0.0,0.0,0.0,0.0,0.0,96.3,350.7,2.4,0.4,59.5,RB,2025-08-14 15:04:27,12.0,87.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blake Corum LAR,59.22,248
